settlement_id,payment_ids,net_amount,settled_at
STL-NORM-359,PAY-NORM-359,1554,2026-09-03T10:00:00.000Z
STL-NORM-360,PAY-NORM-360,1563,2026-09-03T10:00:00.000Z
STL-NORM-361,PAY-NORM-361,1573,2026-09-03T10:00:00.000Z
STL-NORM-362,PAY-NORM-362,1583,2026-09-03T10:00:00.000Z
STL-NORM-363,PAY-NORM-363,1593,2026-09-03T10:00:00.000Z
STL-NORM-364,PAY-NORM-364,1603,2026-09-03T10:00:00.000Z
STL-NORM-365,PAY-NORM-365,1612,2026-09-03T10:00:00.000Z
STL-NORM-366,PAY-NORM-366,1622,2026-09-03T10:00:00.000Z
STL-NORM-367,PAY-NORM-367,1632,2026-09-03T10:00:00.000Z
STL-NORM-368,PAY-NORM-368,1642,2026-09-03T10:00:00.000Z
STL-NORM-369,PAY-NORM-369,1652,2026-09-03T10:00:00.000Z
STL-NORM-370,PAY-NORM-370,1660,2026-09-03T10:00:00.000Z
STL-NORM-371,PAY-NORM-371,1670,2026-09-03T10:00:00.000Z
STL-NORM-372,PAY-NORM-372,1680,2026-09-03T10:00:00.000Z
STL-NORM-373,PAY-NORM-373,1690,2026-09-03T10:00:00.000Z
STL-NORM-374,PAY-NORM-374,1700,2026-09-03T10:00:00.000Z
STL-NORM-375,PAY-NORM-375,1709,2026-09-03T10:00:00.000Z
STL-NORM-376,PAY-NORM-376,1719,2026-09-03T10:00:00.000Z
STL-NORM-377,PAY-NORM-377,1729,2026-09-03T10:00:00.000Z
STL-NORM-378,PAY-NORM-378,1739,2026-09-03T10:00:00.000Z
STL-NORM-379,PAY-NORM-379,1749,2026-09-03T10:00:00.000Z
STL-NORM-380,PAY-NORM-380,1758,2026-09-03T10:00:00.000Z
STL-NORM-381,PAY-NORM-381,1768,2026-09-03T10:00:00.000Z
STL-NORM-382,PAY-NORM-382,1778,2026-09-03T10:00:00.000Z
STL-NORM-383,PAY-NORM-383,1788,2026-09-03T10:00:00.000Z
STL-NORM-384,PAY-NORM-384,1798,2026-09-03T10:00:00.000Z
STL-NORM-385,PAY-NORM-385,1807,2026-09-03T10:00:00.000Z
STL-NORM-386,PAY-NORM-386,1817,2026-09-03T10:00:00.000Z
STL-NORM-387,PAY-NORM-387,1827,2026-09-03T10:00:00.000Z
STL-NORM-388,PAY-NORM-388,1837,2026-09-03T10:00:00.000Z
STL-NORM-389,PAY-NORM-389,1847,2026-09-03T10:00:00.000Z
STL-NORM-390,PAY-NORM-390,1856,2026-09-03T10:00:00.000Z
STL-NORM-391,PAY-NORM-391,1866,2026-09-03T10:00:00.000Z
STL-NORM-392,PAY-NORM-392,1876,2026-09-03T10:00:00.000Z
STL-NORM-393,PAY-NORM-393,1886,2026-09-03T10:00:00.000Z
STL-NORM-394,PAY-NORM-394,1896,2026-09-03T10:00:00.000Z
STL-NORM-395,PAY-NORM-395,1904,2026-09-03T10:00:00.000Z
STL-NORM-396,PAY-NORM-396,1914,2026-09-03T10:00:00.000Z
STL-NORM-397,PAY-NORM-397,1924,2026-09-03T10:00:00.000Z
STL-NORM-398,PAY-NORM-398,1934,2026-09-03T10:00:00.000Z
STL-NORM-399,PAY-NORM-399,1944,2026-09-03T10:00:00.000Z
STL-NORM-400,PAY-NORM-400,977,2026-09-03T10:00:00.000Z
STL-NORM-401,PAY-NORM-401,987,2026-09-03T10:00:00.000Z
STL-NORM-402,PAY-NORM-402,997,2026-09-03T10:00:00.000Z
STL-NORM-403,PAY-NORM-403,1007,2026-09-03T10:00:00.000Z
STL-NORM-404,PAY-NORM-404,1017,2026-09-03T10:00:00.000Z
STL-NORM-405,PAY-NORM-405,1026,2026-09-03T10:00:00.000Z
STL-NORM-406,PAY-NORM-406,1036,2026-09-03T10:00:00.000Z
STL-NORM-407,PAY-NORM-407,1046,2026-09-03T10:00:00.000Z
STL-NORM-408,PAY-NORM-408,1056,2026-09-03T10:00:00.000Z
STL-NORM-409,PAY-NORM-409,1066,2026-09-03T10:00:00.000Z
STL-NORM-410,PAY-NORM-410,1075,2026-09-03T10:00:00.000Z
STL-NORM-411,PAY-NORM-411,1085,2026-09-03T10:00:00.000Z
STL-NORM-412,PAY-NORM-412,1095,2026-09-03T10:00:00.000Z
STL-NORM-413,PAY-NORM-413,1105,2026-09-03T10:00:00.000Z
STL-NORM-414,PAY-NORM-414,1115,2026-09-03T10:00:00.000Z
STL-NORM-415,PAY-NORM-415,1123,2026-09-03T10:00:00.000Z
STL-NORM-416,PAY-NORM-416,1133,2026-09-03T10:00:00.000Z
STL-NORM-417,PAY-NORM-417,1143,2026-09-03T10:00:00.000Z
STL-NORM-418,PAY-NORM-418,1153,2026-09-03T10:00:00.000Z
STL-NORM-419,PAY-NORM-419,1163,2026-09-03T10:00:00.000Z
STL-NORM-420,PAY-NORM-420,1172,2026-09-03T10:00:00.000Z
STL-NORM-421,PAY-NORM-421,1182,2026-09-03T10:00:00.000Z
STL-NORM-422,PAY-NORM-422,1192,2026-09-03T10:00:00.000Z
STL-NORM-423,PAY-NORM-423,1202,2026-09-03T10:00:00.000Z
STL-NORM-424,PAY-NORM-424,1212,2026-09-03T10:00:00.000Z
STL-NORM-425,PAY-NORM-425,1221,2026-09-03T10:00:00.000Z
STL-NORM-426,PAY-NORM-426,1231,2026-09-03T10:00:00.000Z
STL-NORM-427,PAY-NORM-427,1241,2026-09-03T10:00:00.000Z
STL-NORM-428,PAY-NORM-428,1251,2026-09-03T10:00:00.000Z
STL-NORM-429,PAY-NORM-429,1261,2026-09-03T10:00:00.000Z
STL-NORM-430,PAY-NORM-430,1270,2026-09-03T10:00:00.000Z
STL-NORM-431,PAY-NORM-431,1280,2026-09-03T10:00:00.000Z
STL-NORM-432,PAY-NORM-432,1290,2026-09-03T10:00:00.000Z
STL-NORM-433,PAY-NORM-433,1300,2026-09-03T10:00:00.000Z
STL-NORM-434,PAY-NORM-434,1310,2026-09-03T10:00:00.000Z
STL-NORM-435,PAY-NORM-435,1319,2026-09-03T10:00:00.000Z
STL-NORM-436,PAY-NORM-436,1329,2026-09-03T10:00:00.000Z
STL-NORM-437,PAY-NORM-437,1339,2026-09-03T10:00:00.000Z
STL-NORM-438,PAY-NORM-438,1349,2026-09-03T10:00:00.000Z
STL-NORM-439,PAY-NORM-439,1359,2026-09-03T10:00:00.000Z
STL-NORM-440,PAY-NORM-440,1367,2026-09-03T10:00:00.000Z
STL-NORM-441,PAY-NORM-441,1377,2026-09-03T10:00:00.000Z
STL-NORM-442,PAY-NORM-442,1387,2026-09-03T10:00:00.000Z
STL-NORM-443,PAY-NORM-443,1397,2026-09-03T10:00:00.000Z
STL-NORM-444,PAY-NORM-444,1407,2026-09-03T10:00:00.000Z
STL-NORM-445,PAY-NORM-445,1416,2026-09-03T10:00:00.000Z
STL-NORM-446,PAY-NORM-446,1426,2026-09-03T10:00:00.000Z
STL-NORM-447,PAY-NORM-447,1436,2026-09-03T10:00:00.000Z
STL-NORM-448,PAY-NORM-448,1446,2026-09-03T10:00:00.000Z
STL-NORM-449,PAY-NORM-449,1456,2026-09-03T10:00:00.000Z
STL-NORM-450,PAY-NORM-450,1465,2026-09-03T10:00:00.000Z
STL-NORM-451,PAY-NORM-451,1475,2026-09-03T10:00:00.000Z
STL-NORM-452,PAY-NORM-452,1485,2026-09-03T10:00:00.000Z
STL-NORM-453,PAY-NORM-453,1495,2026-09-03T10:00:00.000Z
STL-NORM-454,PAY-NORM-454,1505,2026-09-03T10:00:00.000Z
STL-NORM-455,PAY-NORM-455,1514,2026-09-03T10:00:00.000Z
STL-NORM-456,PAY-NORM-456,1524,2026-09-03T10:00:00.000Z
STL-NORM-457,PAY-NORM-457,1534,2026-09-03T10:00:00.000Z
STL-NORM-458,PAY-NORM-458,1544,2026-09-03T10:00:00.000Z
STL-NORM-459,PAY-NORM-459,1554,2026-09-03T10:00:00.000Z
STL-NORM-460,PAY-NORM-460,1563,2026-09-03T10:00:00.000Z
STL-NORM-461,PAY-NORM-461,1573,2026-09-03T10:00:00.000Z
STL-NORM-462,PAY-NORM-462,1583,2026-09-03T10:00:00.000Z
STL-NORM-463,PAY-NORM-463,1593,2026-09-03T10:00:00.000Z
STL-NORM-464,PAY-NORM-464,1603,2026-09-03T10:00:00.000Z
STL-NORM-465,PAY-NORM-465,1612,2026-09-03T10:00:00.000Z
STL-NORM-466,PAY-NORM-466,1622,2026-09-03T10:00:00.000Z
STL-NORM-467,PAY-NORM-467,1632,2026-09-03T10:00:00.000Z
STL-NORM-468,PAY-NORM-468,1642,2026-09-03T10:00:00.000Z
STL-NORM-469,PAY-NORM-469,1652,2026-09-03T10:00:00.000Z
STL-NORM-470,PAY-NORM-470,1660,2026-09-03T10:00:00.000Z
STL-NORM-471,PAY-NORM-471,1670,2026-09-03T10:00:00.000Z
STL-NORM-472,PAY-NORM-472,1680,2026-09-03T10:00:00.000Z
STL-NORM-473,PAY-NORM-473,1690,2026-09-03T10:00:00.000Z
STL-NORM-474,PAY-NORM-474,1700,2026-09-03T10:00:00.000Z
STL-NORM-475,PAY-NORM-475,1709,2026-09-03T10:00:00.000Z
STL-NORM-476,PAY-NORM-476,1719,2026-09-03T10:00:00.000Z
STL-NORM-477,PAY-NORM-477,1729,2026-09-03T10:00:00.000Z
STL-NORM-478,PAY-NORM-478,1739,2026-09-03T10:00:00.000Z
STL-NORM-479,PAY-NORM-479,1749,2026-09-03T10:00:00.000Z
STL-NORM-480,PAY-NORM-480,1758,2026-09-03T10:00:00.000Z
STL-NORM-481,PAY-NORM-481,1768,2026-09-03T10:00:00.000Z
STL-NORM-482,PAY-NORM-482,1778,2026-09-03T10:00:00.000Z
STL-NORM-483,PAY-NORM-483,1788,2026-09-03T10:00:00.000Z
STL-NORM-484,PAY-NORM-484,1798,2026-09-03T10:00:00.000Z
STL-NORM-485,PAY-NORM-485,1807,2026-09-03T10:00:00.000Z
STL-NORM-486,PAY-NORM-486,1817,2026-09-03T10:00:00.000Z
STL-NORM-487,PAY-NORM-487,1827,2026-09-03T10:00:00.000Z
STL-NORM-488,PAY-NORM-488,1837,2026-09-03T10:00:00.000Z
STL-NORM-489,PAY-NORM-489,1847,2026-09-03T10:00:00.000Z
STL-NORM-490,PAY-NORM-490,1856,2026-09-03T10:00:00.000Z
STL-NORM-491,PAY-NORM-491,1866,2026-09-03T10:00:00.000Z
STL-NORM-492,PAY-NORM-492,1876,2026-09-03T10:00:00.000Z
STL-NORM-493,PAY-NORM-493,1886,2026-09-03T10:00:00.000Z
STL-NORM-494,PAY-NORM-494,1896,2026-09-03T10:00:00.000Z
STL-NORM-495,PAY-NORM-495,1904,2026-09-03T10:00:00.000Z
STL-NORM-496,PAY-NORM-496,1914,2026-09-03T10:00:00.000Z
STL-NORM-497,PAY-NORM-497,1924,2026-09-03T10:00:00.000Z
STL-NORM-498,PAY-NORM-498,1934,2026-09-03T10:00:00.000Z
STL-NORM-499,PAY-NORM-499,1944,2026-09-03T10:00:00.000Z
STL-NORM-500,PAY-NORM-500,977,2026-09-03T10:00:00.000Z
STL-DUP,PAY-DUP-1,7323,2026-09-03T10:00:00.000Z
STL-FEE,PAY-FEE,2800,2026-09-03T10:00:00.000Z
STL-NOBANK,PAY-NOBANK,4101,2026-09-03T10:00:00.000Z
