payment_id,order_id,captured_amount,fee,tax,captured_at
PAY-NORM-318,ORD-NORM-318,1180,23,4,2026-09-01T10:00:00.000Z
PAY-NORM-319,ORD-NORM-319,1190,23,4,2026-09-01T10:00:00.000Z
PAY-NORM-320,ORD-NORM-320,1200,24,4,2026-09-01T10:00:00.000Z
PAY-NORM-321,ORD-NORM-321,1210,24,4,2026-09-01T10:00:00.000Z
PAY-NORM-322,ORD-NORM-322,1220,24,4,2026-09-01T10:00:00.000Z
PAY-NORM-323,ORD-NORM-323,1230,24,4,2026-09-01T10:00:00.000Z
PAY-NORM-324,ORD-NORM-324,1240,24,4,2026-09-01T10:00:00.000Z
PAY-NORM-325,ORD-NORM-325,1250,25,4,2026-09-01T10:00:00.000Z
PAY-NORM-326,ORD-NORM-326,1260,25,4,2026-09-01T10:00:00.000Z
PAY-NORM-327,ORD-NORM-327,1270,25,4,2026-09-01T10:00:00.000Z
PAY-NORM-328,ORD-NORM-328,1280,25,4,2026-09-01T10:00:00.000Z
PAY-NORM-329,ORD-NORM-329,1290,25,4,2026-09-01T10:00:00.000Z
PAY-NORM-330,ORD-NORM-330,1300,26,4,2026-09-01T10:00:00.000Z
PAY-NORM-331,ORD-NORM-331,1310,26,4,2026-09-01T10:00:00.000Z
PAY-NORM-332,ORD-NORM-332,1320,26,4,2026-09-01T10:00:00.000Z
PAY-NORM-333,ORD-NORM-333,1330,26,4,2026-09-01T10:00:00.000Z
PAY-NORM-334,ORD-NORM-334,1340,26,4,2026-09-01T10:00:00.000Z
PAY-NORM-335,ORD-NORM-335,1350,27,4,2026-09-01T10:00:00.000Z
PAY-NORM-336,ORD-NORM-336,1360,27,4,2026-09-01T10:00:00.000Z
PAY-NORM-337,ORD-NORM-337,1370,27,4,2026-09-01T10:00:00.000Z
PAY-NORM-338,ORD-NORM-338,1380,27,4,2026-09-01T10:00:00.000Z
PAY-NORM-339,ORD-NORM-339,1390,27,4,2026-09-01T10:00:00.000Z
PAY-NORM-340,ORD-NORM-340,1400,28,5,2026-09-01T10:00:00.000Z
PAY-NORM-341,ORD-NORM-341,1410,28,5,2026-09-01T10:00:00.000Z
PAY-NORM-342,ORD-NORM-342,1420,28,5,2026-09-01T10:00:00.000Z
PAY-NORM-343,ORD-NORM-343,1430,28,5,2026-09-01T10:00:00.000Z
PAY-NORM-344,ORD-NORM-344,1440,28,5,2026-09-01T10:00:00.000Z
PAY-NORM-345,ORD-NORM-345,1450,29,5,2026-09-01T10:00:00.000Z
PAY-NORM-346,ORD-NORM-346,1460,29,5,2026-09-01T10:00:00.000Z
PAY-NORM-347,ORD-NORM-347,1470,29,5,2026-09-01T10:00:00.000Z
PAY-NORM-348,ORD-NORM-348,1480,29,5,2026-09-01T10:00:00.000Z
PAY-NORM-349,ORD-NORM-349,1490,29,5,2026-09-01T10:00:00.000Z
PAY-NORM-350,ORD-NORM-350,1500,30,5,2026-09-01T10:00:00.000Z
PAY-NORM-351,ORD-NORM-351,1510,30,5,2026-09-01T10:00:00.000Z
PAY-NORM-352,ORD-NORM-352,1520,30,5,2026-09-01T10:00:00.000Z
PAY-NORM-353,ORD-NORM-353,1530,30,5,2026-09-01T10:00:00.000Z
PAY-NORM-354,ORD-NORM-354,1540,30,5,2026-09-01T10:00:00.000Z
PAY-NORM-355,ORD-NORM-355,1550,31,5,2026-09-01T10:00:00.000Z
PAY-NORM-356,ORD-NORM-356,1560,31,5,2026-09-01T10:00:00.000Z
PAY-NORM-357,ORD-NORM-357,1570,31,5,2026-09-01T10:00:00.000Z
PAY-NORM-358,ORD-NORM-358,1580,31,5,2026-09-01T10:00:00.000Z
PAY-NORM-359,ORD-NORM-359,1590,31,5,2026-09-01T10:00:00.000Z
PAY-NORM-360,ORD-NORM-360,1600,32,5,2026-09-01T10:00:00.000Z
PAY-NORM-361,ORD-NORM-361,1610,32,5,2026-09-01T10:00:00.000Z
PAY-NORM-362,ORD-NORM-362,1620,32,5,2026-09-01T10:00:00.000Z
PAY-NORM-363,ORD-NORM-363,1630,32,5,2026-09-01T10:00:00.000Z
PAY-NORM-364,ORD-NORM-364,1640,32,5,2026-09-01T10:00:00.000Z
PAY-NORM-365,ORD-NORM-365,1650,33,5,2026-09-01T10:00:00.000Z
PAY-NORM-366,ORD-NORM-366,1660,33,5,2026-09-01T10:00:00.000Z
PAY-NORM-367,ORD-NORM-367,1670,33,5,2026-09-01T10:00:00.000Z
PAY-NORM-368,ORD-NORM-368,1680,33,5,2026-09-01T10:00:00.000Z
PAY-NORM-369,ORD-NORM-369,1690,33,5,2026-09-01T10:00:00.000Z
PAY-NORM-370,ORD-NORM-370,1700,34,6,2026-09-01T10:00:00.000Z
PAY-NORM-371,ORD-NORM-371,1710,34,6,2026-09-01T10:00:00.000Z
PAY-NORM-372,ORD-NORM-372,1720,34,6,2026-09-01T10:00:00.000Z
PAY-NORM-373,ORD-NORM-373,1730,34,6,2026-09-01T10:00:00.000Z
PAY-NORM-374,ORD-NORM-374,1740,34,6,2026-09-01T10:00:00.000Z
PAY-NORM-375,ORD-NORM-375,1750,35,6,2026-09-01T10:00:00.000Z
PAY-NORM-376,ORD-NORM-376,1760,35,6,2026-09-01T10:00:00.000Z
PAY-NORM-377,ORD-NORM-377,1770,35,6,2026-09-01T10:00:00.000Z
PAY-NORM-378,ORD-NORM-378,1780,35,6,2026-09-01T10:00:00.000Z
PAY-NORM-379,ORD-NORM-379,1790,35,6,2026-09-01T10:00:00.000Z
PAY-NORM-380,ORD-NORM-380,1800,36,6,2026-09-01T10:00:00.000Z
PAY-NORM-381,ORD-NORM-381,1810,36,6,2026-09-01T10:00:00.000Z
PAY-NORM-382,ORD-NORM-382,1820,36,6,2026-09-01T10:00:00.000Z
PAY-NORM-383,ORD-NORM-383,1830,36,6,2026-09-01T10:00:00.000Z
PAY-NORM-384,ORD-NORM-384,1840,36,6,2026-09-01T10:00:00.000Z
PAY-NORM-385,ORD-NORM-385,1850,37,6,2026-09-01T10:00:00.000Z
PAY-NORM-386,ORD-NORM-386,1860,37,6,2026-09-01T10:00:00.000Z
PAY-NORM-387,ORD-NORM-387,1870,37,6,2026-09-01T10:00:00.000Z
PAY-NORM-388,ORD-NORM-388,1880,37,6,2026-09-01T10:00:00.000Z
PAY-NORM-389,ORD-NORM-389,1890,37,6,2026-09-01T10:00:00.000Z
PAY-NORM-390,ORD-NORM-390,1900,38,6,2026-09-01T10:00:00.000Z
PAY-NORM-391,ORD-NORM-391,1910,38,6,2026-09-01T10:00:00.000Z
PAY-NORM-392,ORD-NORM-392,1920,38,6,2026-09-01T10:00:00.000Z
PAY-NORM-393,ORD-NORM-393,1930,38,6,2026-09-01T10:00:00.000Z
PAY-NORM-394,ORD-NORM-394,1940,38,6,2026-09-01T10:00:00.000Z
PAY-NORM-395,ORD-NORM-395,1950,39,7,2026-09-01T10:00:00.000Z
PAY-NORM-396,ORD-NORM-396,1960,39,7,2026-09-01T10:00:00.000Z
PAY-NORM-397,ORD-NORM-397,1970,39,7,2026-09-01T10:00:00.000Z
PAY-NORM-398,ORD-NORM-398,1980,39,7,2026-09-01T10:00:00.000Z
PAY-NORM-399,ORD-NORM-399,1990,39,7,2026-09-01T10:00:00.000Z
PAY-NORM-400,ORD-NORM-400,1000,20,3,2026-09-01T10:00:00.000Z
PAY-NORM-401,ORD-NORM-401,1010,20,3,2026-09-01T10:00:00.000Z
PAY-NORM-402,ORD-NORM-402,1020,20,3,2026-09-01T10:00:00.000Z
PAY-NORM-403,ORD-NORM-403,1030,20,3,2026-09-01T10:00:00.000Z
PAY-NORM-404,ORD-NORM-404,1040,20,3,2026-09-01T10:00:00.000Z
PAY-NORM-405,ORD-NORM-405,1050,21,3,2026-09-01T10:00:00.000Z
PAY-NORM-406,ORD-NORM-406,1060,21,3,2026-09-01T10:00:00.000Z
PAY-NORM-407,ORD-NORM-407,1070,21,3,2026-09-01T10:00:00.000Z
PAY-NORM-408,ORD-NORM-408,1080,21,3,2026-09-01T10:00:00.000Z
PAY-NORM-409,ORD-NORM-409,1090,21,3,2026-09-01T10:00:00.000Z
PAY-NORM-410,ORD-NORM-410,1100,22,3,2026-09-01T10:00:00.000Z
PAY-NORM-411,ORD-NORM-411,1110,22,3,2026-09-01T10:00:00.000Z
PAY-NORM-412,ORD-NORM-412,1120,22,3,2026-09-01T10:00:00.000Z
PAY-NORM-413,ORD-NORM-413,1130,22,3,2026-09-01T10:00:00.000Z
PAY-NORM-414,ORD-NORM-414,1140,22,3,2026-09-01T10:00:00.000Z
PAY-NORM-415,ORD-NORM-415,1150,23,4,2026-09-01T10:00:00.000Z
PAY-NORM-416,ORD-NORM-416,1160,23,4,2026-09-01T10:00:00.000Z
PAY-NORM-417,ORD-NORM-417,1170,23,4,2026-09-01T10:00:00.000Z
PAY-NORM-418,ORD-NORM-418,1180,23,4,2026-09-01T10:00:00.000Z
PAY-NORM-419,ORD-NORM-419,1190,23,4,2026-09-01T10:00:00.000Z
PAY-NORM-420,ORD-NORM-420,1200,24,4,2026-09-01T10:00:00.000Z
PAY-NORM-421,ORD-NORM-421,1210,24,4,2026-09-01T10:00:00.000Z
PAY-NORM-422,ORD-NORM-422,1220,24,4,2026-09-01T10:00:00.000Z
PAY-NORM-423,ORD-NORM-423,1230,24,4,2026-09-01T10:00:00.000Z
PAY-NORM-424,ORD-NORM-424,1240,24,4,2026-09-01T10:00:00.000Z
PAY-NORM-425,ORD-NORM-425,1250,25,4,2026-09-01T10:00:00.000Z
PAY-NORM-426,ORD-NORM-426,1260,25,4,2026-09-01T10:00:00.000Z
PAY-NORM-427,ORD-NORM-427,1270,25,4,2026-09-01T10:00:00.000Z
PAY-NORM-428,ORD-NORM-428,1280,25,4,2026-09-01T10:00:00.000Z
PAY-NORM-429,ORD-NORM-429,1290,25,4,2026-09-01T10:00:00.000Z
PAY-NORM-430,ORD-NORM-430,1300,26,4,2026-09-01T10:00:00.000Z
PAY-NORM-431,ORD-NORM-431,1310,26,4,2026-09-01T10:00:00.000Z
PAY-NORM-432,ORD-NORM-432,1320,26,4,2026-09-01T10:00:00.000Z
PAY-NORM-433,ORD-NORM-433,1330,26,4,2026-09-01T10:00:00.000Z
PAY-NORM-434,ORD-NORM-434,1340,26,4,2026-09-01T10:00:00.000Z
PAY-NORM-435,ORD-NORM-435,1350,27,4,2026-09-01T10:00:00.000Z
PAY-NORM-436,ORD-NORM-436,1360,27,4,2026-09-01T10:00:00.000Z
PAY-NORM-437,ORD-NORM-437,1370,27,4,2026-09-01T10:00:00.000Z
PAY-NORM-438,ORD-NORM-438,1380,27,4,2026-09-01T10:00:00.000Z
PAY-NORM-439,ORD-NORM-439,1390,27,4,2026-09-01T10:00:00.000Z
PAY-NORM-440,ORD-NORM-440,1400,28,5,2026-09-01T10:00:00.000Z
PAY-NORM-441,ORD-NORM-441,1410,28,5,2026-09-01T10:00:00.000Z
PAY-NORM-442,ORD-NORM-442,1420,28,5,2026-09-01T10:00:00.000Z
PAY-NORM-443,ORD-NORM-443,1430,28,5,2026-09-01T10:00:00.000Z
PAY-NORM-444,ORD-NORM-444,1440,28,5,2026-09-01T10:00:00.000Z
PAY-NORM-445,ORD-NORM-445,1450,29,5,2026-09-01T10:00:00.000Z
PAY-NORM-446,ORD-NORM-446,1460,29,5,2026-09-01T10:00:00.000Z
PAY-NORM-447,ORD-NORM-447,1470,29,5,2026-09-01T10:00:00.000Z
PAY-NORM-448,ORD-NORM-448,1480,29,5,2026-09-01T10:00:00.000Z
PAY-NORM-449,ORD-NORM-449,1490,29,5,2026-09-01T10:00:00.000Z
PAY-NORM-450,ORD-NORM-450,1500,30,5,2026-09-01T10:00:00.000Z
PAY-NORM-451,ORD-NORM-451,1510,30,5,2026-09-01T10:00:00.000Z
PAY-NORM-452,ORD-NORM-452,1520,30,5,2026-09-01T10:00:00.000Z
PAY-NORM-453,ORD-NORM-453,1530,30,5,2026-09-01T10:00:00.000Z
PAY-NORM-454,ORD-NORM-454,1540,30,5,2026-09-01T10:00:00.000Z
PAY-NORM-455,ORD-NORM-455,1550,31,5,2026-09-01T10:00:00.000Z
PAY-NORM-456,ORD-NORM-456,1560,31,5,2026-09-01T10:00:00.000Z
PAY-NORM-457,ORD-NORM-457,1570,31,5,2026-09-01T10:00:00.000Z
PAY-NORM-458,ORD-NORM-458,1580,31,5,2026-09-01T10:00:00.000Z
PAY-NORM-459,ORD-NORM-459,1590,31,5,2026-09-01T10:00:00.000Z
PAY-NORM-460,ORD-NORM-460,1600,32,5,2026-09-01T10:00:00.000Z
PAY-NORM-461,ORD-NORM-461,1610,32,5,2026-09-01T10:00:00.000Z
PAY-NORM-462,ORD-NORM-462,1620,32,5,2026-09-01T10:00:00.000Z
PAY-NORM-463,ORD-NORM-463,1630,32,5,2026-09-01T10:00:00.000Z
PAY-NORM-464,ORD-NORM-464,1640,32,5,2026-09-01T10:00:00.000Z
PAY-NORM-465,ORD-NORM-465,1650,33,5,2026-09-01T10:00:00.000Z
PAY-NORM-466,ORD-NORM-466,1660,33,5,2026-09-01T10:00:00.000Z
PAY-NORM-467,ORD-NORM-467,1670,33,5,2026-09-01T10:00:00.000Z
PAY-NORM-468,ORD-NORM-468,1680,33,5,2026-09-01T10:00:00.000Z
PAY-NORM-469,ORD-NORM-469,1690,33,5,2026-09-01T10:00:00.000Z
PAY-NORM-470,ORD-NORM-470,1700,34,6,2026-09-01T10:00:00.000Z
PAY-NORM-471,ORD-NORM-471,1710,34,6,2026-09-01T10:00:00.000Z
PAY-NORM-472,ORD-NORM-472,1720,34,6,2026-09-01T10:00:00.000Z
PAY-NORM-473,ORD-NORM-473,1730,34,6,2026-09-01T10:00:00.000Z
PAY-NORM-474,ORD-NORM-474,1740,34,6,2026-09-01T10:00:00.000Z
PAY-NORM-475,ORD-NORM-475,1750,35,6,2026-09-01T10:00:00.000Z
PAY-NORM-476,ORD-NORM-476,1760,35,6,2026-09-01T10:00:00.000Z
PAY-NORM-477,ORD-NORM-477,1770,35,6,2026-09-01T10:00:00.000Z
PAY-NORM-478,ORD-NORM-478,1780,35,6,2026-09-01T10:00:00.000Z
PAY-NORM-479,ORD-NORM-479,1790,35,6,2026-09-01T10:00:00.000Z
PAY-NORM-480,ORD-NORM-480,1800,36,6,2026-09-01T10:00:00.000Z
PAY-NORM-481,ORD-NORM-481,1810,36,6,2026-09-01T10:00:00.000Z
PAY-NORM-482,ORD-NORM-482,1820,36,6,2026-09-01T10:00:00.000Z
PAY-NORM-483,ORD-NORM-483,1830,36,6,2026-09-01T10:00:00.000Z
PAY-NORM-484,ORD-NORM-484,1840,36,6,2026-09-01T10:00:00.000Z
PAY-NORM-485,ORD-NORM-485,1850,37,6,2026-09-01T10:00:00.000Z
PAY-NORM-486,ORD-NORM-486,1860,37,6,2026-09-01T10:00:00.000Z
PAY-NORM-487,ORD-NORM-487,1870,37,6,2026-09-01T10:00:00.000Z
PAY-NORM-488,ORD-NORM-488,1880,37,6,2026-09-01T10:00:00.000Z
PAY-NORM-489,ORD-NORM-489,1890,37,6,2026-09-01T10:00:00.000Z
PAY-NORM-490,ORD-NORM-490,1900,38,6,2026-09-01T10:00:00.000Z
PAY-NORM-491,ORD-NORM-491,1910,38,6,2026-09-01T10:00:00.000Z
PAY-NORM-492,ORD-NORM-492,1920,38,6,2026-09-01T10:00:00.000Z
PAY-NORM-493,ORD-NORM-493,1930,38,6,2026-09-01T10:00:00.000Z
PAY-NORM-494,ORD-NORM-494,1940,38,6,2026-09-01T10:00:00.000Z
PAY-NORM-495,ORD-NORM-495,1950,39,7,2026-09-01T10:00:00.000Z
PAY-NORM-496,ORD-NORM-496,1960,39,7,2026-09-01T10:00:00.000Z
PAY-NORM-497,ORD-NORM-497,1970,39,7,2026-09-01T10:00:00.000Z
PAY-NORM-498,ORD-NORM-498,1980,39,7,2026-09-01T10:00:00.000Z
PAY-NORM-499,ORD-NORM-499,1990,39,7,2026-09-01T10:00:00.000Z
PAY-NORM-500,ORD-NORM-500,1000,20,3,2026-09-01T10:00:00.000Z
PAY-DUP-1,ORD-DUPPAY-002,7500,150,27,2026-09-01T10:00:00.000Z
PAY-DUP-2,ORD-DUPPAY-002,7500,150,27,2026-09-01T10:00:00.000Z
PAY-FEE,ORD-FEECREEP-003,3000,60,10,2026-09-01T10:00:00.000Z
PAY-NOBANK,ORD-NOBANK-004,4200,84,15,2026-09-01T10:00:00.000Z
