utr,reference,amount,credit_date
UTR-NORM-359,STL-NORM-359,1554,2026-09-04T10:00:00.000Z
UTR-NORM-360,STL-NORM-360,1563,2026-09-04T10:00:00.000Z
UTR-NORM-361,STL-NORM-361,1573,2026-09-04T10:00:00.000Z
UTR-NORM-362,STL-NORM-362,1583,2026-09-04T10:00:00.000Z
UTR-NORM-363,STL-NORM-363,1593,2026-09-04T10:00:00.000Z
UTR-NORM-364,STL-NORM-364,1603,2026-09-04T10:00:00.000Z
UTR-NORM-365,STL-NORM-365,1612,2026-09-04T10:00:00.000Z
UTR-NORM-366,STL-NORM-366,1622,2026-09-04T10:00:00.000Z
UTR-NORM-367,STL-NORM-367,1632,2026-09-04T10:00:00.000Z
UTR-NORM-368,STL-NORM-368,1642,2026-09-04T10:00:00.000Z
UTR-NORM-369,STL-NORM-369,1652,2026-09-04T10:00:00.000Z
UTR-NORM-370,STL-NORM-370,1660,2026-09-04T10:00:00.000Z
UTR-NORM-371,STL-NORM-371,1670,2026-09-04T10:00:00.000Z
UTR-NORM-372,STL-NORM-372,1680,2026-09-04T10:00:00.000Z
UTR-NORM-373,STL-NORM-373,1690,2026-09-04T10:00:00.000Z
UTR-NORM-374,STL-NORM-374,1700,2026-09-04T10:00:00.000Z
UTR-NORM-375,STL-NORM-375,1709,2026-09-04T10:00:00.000Z
UTR-NORM-376,STL-NORM-376,1719,2026-09-04T10:00:00.000Z
UTR-NORM-377,STL-NORM-377,1729,2026-09-04T10:00:00.000Z
UTR-NORM-378,STL-NORM-378,1739,2026-09-04T10:00:00.000Z
UTR-NORM-379,STL-NORM-379,1749,2026-09-04T10:00:00.000Z
UTR-NORM-380,STL-NORM-380,1758,2026-09-04T10:00:00.000Z
UTR-NORM-381,STL-NORM-381,1768,2026-09-04T10:00:00.000Z
UTR-NORM-382,STL-NORM-382,1778,2026-09-04T10:00:00.000Z
UTR-NORM-383,STL-NORM-383,1788,2026-09-04T10:00:00.000Z
UTR-NORM-384,STL-NORM-384,1798,2026-09-04T10:00:00.000Z
UTR-NORM-385,STL-NORM-385,1807,2026-09-04T10:00:00.000Z
UTR-NORM-386,STL-NORM-386,1817,2026-09-04T10:00:00.000Z
UTR-NORM-387,STL-NORM-387,1827,2026-09-04T10:00:00.000Z
UTR-NORM-388,STL-NORM-388,1837,2026-09-04T10:00:00.000Z
UTR-NORM-389,STL-NORM-389,1847,2026-09-04T10:00:00.000Z
UTR-NORM-390,STL-NORM-390,1856,2026-09-04T10:00:00.000Z
UTR-NORM-391,STL-NORM-391,1866,2026-09-04T10:00:00.000Z
UTR-NORM-392,STL-NORM-392,1876,2026-09-04T10:00:00.000Z
UTR-NORM-393,STL-NORM-393,1886,2026-09-04T10:00:00.000Z
UTR-NORM-394,STL-NORM-394,1896,2026-09-04T10:00:00.000Z
UTR-NORM-395,STL-NORM-395,1904,2026-09-04T10:00:00.000Z
UTR-NORM-396,STL-NORM-396,1914,2026-09-04T10:00:00.000Z
UTR-NORM-397,STL-NORM-397,1924,2026-09-04T10:00:00.000Z
UTR-NORM-398,STL-NORM-398,1934,2026-09-04T10:00:00.000Z
UTR-NORM-399,STL-NORM-399,1944,2026-09-04T10:00:00.000Z
UTR-NORM-400,STL-NORM-400,977,2026-09-04T10:00:00.000Z
UTR-NORM-401,STL-NORM-401,987,2026-09-04T10:00:00.000Z
UTR-NORM-402,STL-NORM-402,997,2026-09-04T10:00:00.000Z
UTR-NORM-403,STL-NORM-403,1007,2026-09-04T10:00:00.000Z
UTR-NORM-404,STL-NORM-404,1017,2026-09-04T10:00:00.000Z
UTR-NORM-405,STL-NORM-405,1026,2026-09-04T10:00:00.000Z
UTR-NORM-406,STL-NORM-406,1036,2026-09-04T10:00:00.000Z
UTR-NORM-407,STL-NORM-407,1046,2026-09-04T10:00:00.000Z
UTR-NORM-408,STL-NORM-408,1056,2026-09-04T10:00:00.000Z
UTR-NORM-409,STL-NORM-409,1066,2026-09-04T10:00:00.000Z
UTR-NORM-410,STL-NORM-410,1075,2026-09-04T10:00:00.000Z
UTR-NORM-411,STL-NORM-411,1085,2026-09-04T10:00:00.000Z
UTR-NORM-412,STL-NORM-412,1095,2026-09-04T10:00:00.000Z
UTR-NORM-413,STL-NORM-413,1105,2026-09-04T10:00:00.000Z
UTR-NORM-414,STL-NORM-414,1115,2026-09-04T10:00:00.000Z
UTR-NORM-415,STL-NORM-415,1123,2026-09-04T10:00:00.000Z
UTR-NORM-416,STL-NORM-416,1133,2026-09-04T10:00:00.000Z
UTR-NORM-417,STL-NORM-417,1143,2026-09-04T10:00:00.000Z
UTR-NORM-418,STL-NORM-418,1153,2026-09-04T10:00:00.000Z
UTR-NORM-419,STL-NORM-419,1163,2026-09-04T10:00:00.000Z
UTR-NORM-420,STL-NORM-420,1172,2026-09-04T10:00:00.000Z
UTR-NORM-421,STL-NORM-421,1182,2026-09-04T10:00:00.000Z
UTR-NORM-422,STL-NORM-422,1192,2026-09-04T10:00:00.000Z
UTR-NORM-423,STL-NORM-423,1202,2026-09-04T10:00:00.000Z
UTR-NORM-424,STL-NORM-424,1212,2026-09-04T10:00:00.000Z
UTR-NORM-425,STL-NORM-425,1221,2026-09-04T10:00:00.000Z
UTR-NORM-426,STL-NORM-426,1231,2026-09-04T10:00:00.000Z
UTR-NORM-427,STL-NORM-427,1241,2026-09-04T10:00:00.000Z
UTR-NORM-428,STL-NORM-428,1251,2026-09-04T10:00:00.000Z
UTR-NORM-429,STL-NORM-429,1261,2026-09-04T10:00:00.000Z
UTR-NORM-430,STL-NORM-430,1270,2026-09-04T10:00:00.000Z
UTR-NORM-431,STL-NORM-431,1280,2026-09-04T10:00:00.000Z
UTR-NORM-432,STL-NORM-432,1290,2026-09-04T10:00:00.000Z
UTR-NORM-433,STL-NORM-433,1300,2026-09-04T10:00:00.000Z
UTR-NORM-434,STL-NORM-434,1310,2026-09-04T10:00:00.000Z
UTR-NORM-435,STL-NORM-435,1319,2026-09-04T10:00:00.000Z
UTR-NORM-436,STL-NORM-436,1329,2026-09-04T10:00:00.000Z
UTR-NORM-437,STL-NORM-437,1339,2026-09-04T10:00:00.000Z
UTR-NORM-438,STL-NORM-438,1349,2026-09-04T10:00:00.000Z
UTR-NORM-439,STL-NORM-439,1359,2026-09-04T10:00:00.000Z
UTR-NORM-440,STL-NORM-440,1367,2026-09-04T10:00:00.000Z
UTR-NORM-441,STL-NORM-441,1377,2026-09-04T10:00:00.000Z
UTR-NORM-442,STL-NORM-442,1387,2026-09-04T10:00:00.000Z
UTR-NORM-443,STL-NORM-443,1397,2026-09-04T10:00:00.000Z
UTR-NORM-444,STL-NORM-444,1407,2026-09-04T10:00:00.000Z
UTR-NORM-445,STL-NORM-445,1416,2026-09-04T10:00:00.000Z
UTR-NORM-446,STL-NORM-446,1426,2026-09-04T10:00:00.000Z
UTR-NORM-447,STL-NORM-447,1436,2026-09-04T10:00:00.000Z
UTR-NORM-448,STL-NORM-448,1446,2026-09-04T10:00:00.000Z
UTR-NORM-449,STL-NORM-449,1456,2026-09-04T10:00:00.000Z
UTR-NORM-450,STL-NORM-450,1465,2026-09-04T10:00:00.000Z
UTR-NORM-451,STL-NORM-451,1475,2026-09-04T10:00:00.000Z
UTR-NORM-452,STL-NORM-452,1485,2026-09-04T10:00:00.000Z
UTR-NORM-453,STL-NORM-453,1495,2026-09-04T10:00:00.000Z
UTR-NORM-454,STL-NORM-454,1505,2026-09-04T10:00:00.000Z
UTR-NORM-455,STL-NORM-455,1514,2026-09-04T10:00:00.000Z
UTR-NORM-456,STL-NORM-456,1524,2026-09-04T10:00:00.000Z
UTR-NORM-457,STL-NORM-457,1534,2026-09-04T10:00:00.000Z
UTR-NORM-458,STL-NORM-458,1544,2026-09-04T10:00:00.000Z
UTR-NORM-459,STL-NORM-459,1554,2026-09-04T10:00:00.000Z
UTR-NORM-460,STL-NORM-460,1563,2026-09-04T10:00:00.000Z
UTR-NORM-461,STL-NORM-461,1573,2026-09-04T10:00:00.000Z
UTR-NORM-462,STL-NORM-462,1583,2026-09-04T10:00:00.000Z
UTR-NORM-463,STL-NORM-463,1593,2026-09-04T10:00:00.000Z
UTR-NORM-464,STL-NORM-464,1603,2026-09-04T10:00:00.000Z
UTR-NORM-465,STL-NORM-465,1612,2026-09-04T10:00:00.000Z
UTR-NORM-466,STL-NORM-466,1622,2026-09-04T10:00:00.000Z
UTR-NORM-467,STL-NORM-467,1632,2026-09-04T10:00:00.000Z
UTR-NORM-468,STL-NORM-468,1642,2026-09-04T10:00:00.000Z
UTR-NORM-469,STL-NORM-469,1652,2026-09-04T10:00:00.000Z
UTR-NORM-470,STL-NORM-470,1660,2026-09-04T10:00:00.000Z
UTR-NORM-471,STL-NORM-471,1670,2026-09-04T10:00:00.000Z
UTR-NORM-472,STL-NORM-472,1680,2026-09-04T10:00:00.000Z
UTR-NORM-473,STL-NORM-473,1690,2026-09-04T10:00:00.000Z
UTR-NORM-474,STL-NORM-474,1700,2026-09-04T10:00:00.000Z
UTR-NORM-475,STL-NORM-475,1709,2026-09-04T10:00:00.000Z
UTR-NORM-476,STL-NORM-476,1719,2026-09-04T10:00:00.000Z
UTR-NORM-477,STL-NORM-477,1729,2026-09-04T10:00:00.000Z
UTR-NORM-478,STL-NORM-478,1739,2026-09-04T10:00:00.000Z
UTR-NORM-479,STL-NORM-479,1749,2026-09-04T10:00:00.000Z
UTR-NORM-480,STL-NORM-480,1758,2026-09-04T10:00:00.000Z
UTR-NORM-481,STL-NORM-481,1768,2026-09-04T10:00:00.000Z
UTR-NORM-482,STL-NORM-482,1778,2026-09-04T10:00:00.000Z
UTR-NORM-483,STL-NORM-483,1788,2026-09-04T10:00:00.000Z
UTR-NORM-484,STL-NORM-484,1798,2026-09-04T10:00:00.000Z
UTR-NORM-485,STL-NORM-485,1807,2026-09-04T10:00:00.000Z
UTR-NORM-486,STL-NORM-486,1817,2026-09-04T10:00:00.000Z
UTR-NORM-487,STL-NORM-487,1827,2026-09-04T10:00:00.000Z
UTR-NORM-488,STL-NORM-488,1837,2026-09-04T10:00:00.000Z
UTR-NORM-489,STL-NORM-489,1847,2026-09-04T10:00:00.000Z
UTR-NORM-490,STL-NORM-490,1856,2026-09-04T10:00:00.000Z
UTR-NORM-491,STL-NORM-491,1866,2026-09-04T10:00:00.000Z
UTR-NORM-492,STL-NORM-492,1876,2026-09-04T10:00:00.000Z
UTR-NORM-493,STL-NORM-493,1886,2026-09-04T10:00:00.000Z
UTR-NORM-494,STL-NORM-494,1896,2026-09-04T10:00:00.000Z
UTR-NORM-495,STL-NORM-495,1904,2026-09-04T10:00:00.000Z
UTR-NORM-496,STL-NORM-496,1914,2026-09-04T10:00:00.000Z
UTR-NORM-497,STL-NORM-497,1924,2026-09-04T10:00:00.000Z
UTR-NORM-498,STL-NORM-498,1934,2026-09-04T10:00:00.000Z
UTR-NORM-499,STL-NORM-499,1944,2026-09-04T10:00:00.000Z
UTR-NORM-500,STL-NORM-500,977,2026-09-04T10:00:00.000Z
UTR-DUP,STL-DUP,7323,2026-09-04T10:00:00.000Z
UTR-FEE,STL-FEE,2800,2026-09-04T10:00:00.000Z
